id,chemin,classe,r_channel_mean,r_channel_var,r_channel_std,r_channel_25p,r_channel_50p,r_channel_75p,r_channel_iqr,g_channel_mean,g_channel_var,g_channel_std,g_channel_25p,g_channel_50p,g_channel_75p,g_channel_iqr,b_channel_mean,b_channel_var,b_channel_std,b_channel_25p,b_channel_50p,b_channel_75p,b_channel_iqr,r_hist_0,r_hist_1,r_hist_2,r_hist_3,g_hist_0,g_hist_1,g_hist_2,g_hist_3,b_hist_0,b_hist_1,b_hist_2,b_hist_3
64,../data/images/train/clean/00152_06.jpg,clean,116.7375,2120.0629548611105,46.04414137391543,83.0,123.0,148.0,65.0,118.19038611111111,2161.366283684252,46.49049670292039,84.0,121.0,151.0,67.0,115.17644722222222,2701.124224711104,51.972340958543555,79.0,116.0,148.0,69.0,16.09,37.76,41.68,4.46,15.49,40.48,38.8,5.23,18.37,42.72,30.93,7.98
65,../data/images/train/clean/WhatsApp Image 2020-10-20 at 7.17.23 PM (6).jpeg,clean,124.01669329073482,4436.256548810082,66.60522914013644,69.0,114.0,171.0,102.0,118.31176637380192,4287.222187910273,65.47688285120385,66.0,109.0,165.0,99.0,100.38406669329073,5071.005754356571,71.21099461709947,37.0,90.0,151.0,114.0,20.76,34.6,24.61,20.03,23.29,35.5,22.07,19.13,39.37,27.42,18.54,14.67
66,../data/images/train/clean/WhatsApp Image 2020-12-27 at 12.31.46 PM (3).jpeg,clean,116.56627508361204,1586.7314855397133,39.833798281606455,97.0,116.0,135.0,38.0,127.91296613712375,2162.987815993,46.50793282863688,105.0,121.0,146.0,41.0,122.44344899665552,3867.689264358604,62.190749025547234,80.0,120.0,136.0,56.0,11.62,57.6,26.47,4.32,7.97,54.2,26.46,11.37,17.72,48.15,19.0,15.14
67,../data/images/train/clean/WhatsApp Image 2020-08-05 at 8.37.47 AM.jpeg,clean,100.95148433048433,4298.5524695916365,65.56334699808755,59.0,77.0,123.0,64.0,86.93660398860399,3202.958898324656,56.59468966541522,47.0,75.0,105.0,58.0,64.70172934472934,1879.8077212258913,43.35674943103889,29.0,69.0,84.0,55.0,27.84,47.86,9.63,14.66,31.96,49.17,11.58,7.28,44.57,50.01,3.2,2.22
68,../data/images/train/clean/WhatsApp Image 2020-05-24 at 5.24.31 PM (11).jpeg,clean,138.38237051792828,1312.8730158945893,36.233589608188,117.0,126.0,157.0,40.0,139.06736055776892,1289.6613224490154,35.9118549012581,119.0,128.0,155.0,36.0,134.7752091633466,1299.0899969682027,36.04289107394415,117.0,126.0,147.0,30.0,0.41,52.09,41.2,6.3,0.48,47.47,45.48,6.57,0.77,52.15,41.34,5.74
69,../data/images/train/clean/02600_00.jpg,clean,125.34308888888889,2502.643667792099,50.026429692634466,80.0,136.0,163.0,83.0,128.12990277777777,2785.535911379436,52.778176468872395,80.0,148.0,164.0,84.0,126.28115555555556,3456.4393348869125,58.79149032714609,67.0,142.0,172.0,105.0,16.16,26.64,50.66,6.54,19.23,18.94,54.79,7.04,23.06,17.26,50.13,9.54
70,../data/images/train/clean/WhatsApp Image 2020-05-24 at 5.18.11 PM (3).jpeg,clean,120.55974885844749,3361.1841345155913,57.97572021558327,69.0,128.0,166.0,97.0,119.22747613117477,3683.1468930489323,60.68893550762719,70.0,123.0,164.0,94.0,114.1563594852636,3916.446846854583,62.581521608655244,63.0,117.0,151.0,88.0,22.1,27.8,41.02,9.08,22.6,30.06,35.5,11.84,25.12,31.63,33.31,9.95
71,../data/images/train/clean/WhatsApp Image 2020-10-20 at 7.29.51 PM (5).jpeg,clean,135.13592234531774,3553.3875781051765,59.61029758443734,85.0,127.0,186.0,101.0,130.26714046822744,3246.5777893983313,56.97874857697676,83.0,122.0,174.0,91.0,128.27651128762542,2943.2800214409294,54.2520047688648,87.0,123.0,166.0,79.0,8.64,41.92,27.78,21.65,9.53,43.15,32.28,15.04,8.88,42.82,36.5,11.8
72,../data/images/train/clean/WhatsApp Image 2020-05-08 at 2.18.58 PM (5).jpeg,clean,112.84784166666667,4466.501872841597,66.83189263249693,62.0,103.0,154.0,92.0,120.5962125,4157.024784821511,64.47499348446273,72.0,112.0,159.0,87.0,99.10919583333333,4922.081122103315,70.15754501194661,40.0,88.0,146.0,106.0,25.74,37.34,21.64,15.27,20.53,38.62,24.46,16.39,35.99,29.12,22.42,12.47
73,../data/images/train/clean/WhatsApp Image 2020-12-27 at 12.37.01 PM (1).jpeg,clean,111.0652487458194,1880.5617062299316,43.36544368768676,84.0,111.0,141.0,57.0,127.5320673076923,2030.8993897479781,45.06550110392625,101.0,123.0,158.0,57.0,111.69320443143813,3495.1173961279424,59.11951789492149,66.0,108.0,148.0,82.0,16.07,48.16,33.34,2.44,8.49,45.42,36.53,9.56,23.33,43.46,23.44,9.77
74,../data/images/train/clean/WhatsApp Image 2020-08-20 at 7.44.06 AM (10).jpeg,clean,131.03614314115308,3667.0824975169517,60.55644059484467,85.0,119.0,182.0,97.0,133.44715043074885,3251.2239663663695,57.019505139613145,91.0,122.0,183.0,92.0,118.62649768058317,2823.828146779485,53.13970405242661,78.0,106.0,163.0,85.0,14.3,40.93,21.52,23.25,12.38,41.18,24.1,22.33,14.05,49.48,23.76,12.72
75,../data/images/train/clean/00140_07.jpg,clean,111.08985833333334,2399.455217146597,48.98423437338382,72.0,94.0,151.0,79.0,114.63893055555556,2699.692392745177,51.95856419056609,78.0,94.0,166.0,88.0,114.98880555555556,3205.895508017746,56.62062793733169,75.0,96.0,176.0,101.0,13.59,48.22,32.18,6.0,10.22,55.28,25.16,9.34,14.87,52.06,20.48,12.58
76,../data/images/train/clean/WhatsApp Image 2021-01-11 at 9.15.39 AM (5).jpeg,clean,123.91193979933111,2639.5502387120964,51.376553394638066,81.0,129.0,168.0,87.0,135.42599289297658,3430.8395020450994,58.573368539337906,88.0,131.0,194.0,106.0,131.770004180602,5318.889810953161,72.93071925432493,67.0,124.0,214.0,147.0,18.42,29.99,43.45,8.14,15.56,29.77,28.73,25.93,23.87,30.09,16.43,29.61
77,../data/images/train/clean/WhatsApp Image 2020-08-20 at 7.38.12 AM (3).jpeg,clean,120.95559929494712,1147.6289118519699,33.876672089388734,97.0,115.0,138.0,41.0,122.44471406188798,1060.1967985375104,32.56066336144751,100.0,121.0,137.0,37.0,115.86130826478653,1040.3937610773191,32.25513542177926,92.0,113.0,133.0,41.0,1.7,60.2,34.95,3.14,1.06,59.41,36.85,2.67,1.48,65.34,31.17,2.01
78,../data/images/train/clean/WhatsApp Image 2020-05-24 at 5.18.12 PM (4).jpeg,clean,118.43109173931092,3483.699016699346,59.0228685909059,70.0,126.0,162.0,92.0,109.53607098381072,3660.281463516754,60.50026002850528,59.0,114.0,154.0,95.0,101.03354711498547,3310.259129883728,57.53485143705272,53.0,107.0,141.0,88.0,21.83,28.7,40.16,9.31,27.58,26.89,38.4,7.14,30.39,29.36,35.56,4.7
79,../data/images/train/clean/WhatsApp Image 2020-07-06 at 9.41.53 AM (2).jpeg,clean,142.21632331902717,2548.3178465678543,50.480866143201766,107.0,146.0,166.0,59.0,127.55393419170244,2555.0131211458843,50.54713761575312,94.0,130.0,152.0,58.0,120.41407010014306,2590.2114000294205,50.89411950343006,85.0,124.0,148.0,63.0,7.36,27.77,51.15,13.73,10.6,36.7,42.65,10.06,13.6,39.21,38.92,8.27
80,../data/images/train/clean/WhatsApp Image 2020-05-11 at 8.24.43 PM (5).jpeg,clean,129.1129677672956,1858.0431541640548,43.105024697406854,98.0,140.0,157.0,59.0,130.35094929245284,1907.2624340438124,43.67221581330414,95.0,140.0,162.0,67.0,118.94557783018868,3475.5826199884373,58.95407212388672,64.0,116.0,178.0,114.0,9.48,31.1,55.32,4.09,8.42,33.3,54.83,3.46,24.73,29.31,40.68,5.27
81,../data/images/train/clean/WhatsApp Image 2020-10-10 at 12.17.58 PM (1).jpeg,clean,143.61559948979593,4032.488610609999,63.50187879590649,96.0,141.0,193.0,97.0,153.46049107142858,3367.2035769591025,58.0276104708707,115.0,160.0,194.0,79.0,157.04858498086736,3384.12877310933,58.173265106140725,122.0,161.0,197.0,75.0,12.45,30.51,31.27,25.76,8.35,23.85,40.95,26.85,8.41,18.59,43.45,29.55
82,../data/images/train/clean/WhatsApp Image 2020-11-02 at 7.23.13 PM (7).jpeg,clean,104.22071092020326,2039.5867508422114,45.161784185771616,65.0,117.0,131.0,66.0,124.35947318018391,3067.263673844243,55.38288249851431,78.0,117.0,177.0,99.0,131.45582580093563,5713.522058041169,75.58784332180122,58.0,111.0,214.0,156.0,23.94,45.46,27.94,2.67,15.6,40.99,35.19,8.22,27.12,29.08,6.54,37.26
83,../data/images/train/clean/00547_06.jpg,clean,114.25076388888888,2339.0648591386953,48.36387969485797,85.0,106.0,134.0,49.0,113.72208888888889,2427.5732931920984,49.270409914999675,82.0,107.0,130.0,48.0,109.10522222222222,2739.339733839506,52.338702064910876,69.0,107.0,126.0,57.0,12.76,58.85,17.96,10.44,14.07,59.93,14.98,11.03,20.81,55.09,13.09,11.02
84,../data/images/train/clean/WhatsApp Image 2020-05-24 at 5.18.12 PM (6).jpeg,clean,109.33573666666666,4751.485057557321,68.93101665837608,58.0,88.0,153.0,95.0,99.3989,4773.904265456666,69.09344589363499,49.0,75.0,145.0,96.0,94.55098333333333,4915.968107366388,70.11396513795513,45.0,68.0,137.0,92.0,32.7,32.59,18.07,16.64,44.79,25.21,15.83,14.17,47.4,25.01,13.35,14.24
85,../data/images/train/clean/WhatsApp Image 2020-05-10 at 3.38.05 PM (20).jpeg,clean,156.3658959311424,5837.042094345979,76.40053726477308,77.0,154.0,240.0,163.0,141.9766392801252,5322.5264847931985,72.95564738108489,76.0,121.0,214.0,138.0,122.70268779342723,4426.060599974515,66.52864495820214,75.0,94.0,169.0,94.0,6.69,38.16,13.61,41.54,7.04,45.33,17.56,30.07,14.2,47.54,18.85,19.41
86,../data/images/train/clean/WhatsApp Image 2020-10-27 at 9.43.56 AM.jpeg,clean,94.00251165829447,1382.2061180044911,37.17803273445882,64.0,95.0,123.0,59.0,91.23520921596928,1181.3252853560284,34.370412935488986,66.0,97.0,114.0,48.0,85.37661207795973,1320.7775586114165,36.342503471987406,54.0,87.0,111.0,57.0,24.71,57.28,17.93,0.08,23.01,67.55,9.15,0.29,32.79,59.39,6.83,0.99
87,../data/images/train/clean/WhatsApp Image 2020-12-01 at 12.45.25 PM.jpeg,clean,87.33373390744607,2473.1264483143723,49.73053838753781,57.0,77.0,101.0,44.0,86.16901096033403,2346.248586478308,48.438090243921756,55.0,78.0,101.0,46.0,76.50524791231733,2454.418966022395,49.542092870834544,42.0,67.0,91.0,49.0,33.47,52.73,7.85,5.95,31.1,56.49,6.72,5.69,46.84,42.08,5.6,5.48
88,../data/images/train/clean/WhatsApp Image 2020-05-24 at 5.24.31 PM (13).jpeg,clean,148.0678597650514,2235.176947915723,47.277658020630874,111.0,137.0,179.0,68.0,145.75483113069015,2004.002557423759,44.76608713550648,110.0,134.0,178.0,68.0,137.18245961820853,1719.6223619385312,41.468329625613464,106.0,127.0,171.0,65.0,0.75,44.61,36.69,17.95,0.88,46.35,35.77,17.0,2.16,48.05,37.43,12.36
89,../data/images/train/clean/WhatsApp Image 2020-09-29 at 11.24.56 AM.jpeg,clean,134.49648019366197,2095.5163925405413,45.77681064185819,95.0,134.0,172.0,77.0,134.71636003521127,2205.7551936168543,46.96546809749536,97.0,131.0,175.0,78.0,121.03623063380282,3016.0828510735682,54.91887518033821,71.0,116.0,170.0,99.0,4.2,41.71,42.94,11.15,4.87,42.82,39.84,12.46,19.03,36.4,33.94,10.63
90,../data/images/train/clean/WhatsApp Image 2020-07-11 at 5.39.59 PM (17).jpeg,clean,162.9509536702768,3845.5526636512845,62.012520216898814,105.0,160.0,228.0,123.0,157.0808814681107,3853.4781603541815,62.07638971746167,103.0,150.0,226.0,123.0,134.98369735258726,3745.8706156917992,61.20351800094337,80.0,126.0,203.0,123.0,1.58,38.81,21.87,37.73,2.2,41.07,21.78,34.96,9.89,40.93,21.04,28.13
91,../data/images/train/clean/WhatsApp Image 2020-12-01 at 11.52.38 AM (1).jpeg,clean,102.59365384615384,5753.149476239704,75.84951862892542,40.0,72.0,188.0,148.0,101.88842966137123,5338.267393719237,73.063447726748,42.0,75.0,184.0,142.0,91.89410744147158,6113.2410150269225,78.18721772148515,24.0,64.0,181.0,157.0,44.93,24.29,6.75,24.03,42.86,26.08,9.18,21.87,49.62,20.25,9.69,20.45
92,../data/images/train/clean/WhatsApp Image 2020-10-27 at 9.34.54 AM (1).jpeg,clean,96.86183287972459,1444.9595394678256,38.01262342259247,67.0,90.0,124.0,57.0,95.09093112957589,1383.3340135721746,37.19319848537061,69.0,87.0,115.0,46.0,77.48678917106757,2311.7114862227227,48.080260879312235,36.0,68.0,107.0,71.0,20.25,58.08,21.6,0.07,17.81,63.6,18.57,0.02,47.5,34.96,17.51,0.03
93,../data/images/train/clean/WhatsApp Image 2020-11-02 at 7.32.00 PM (7).jpeg,clean,125.93016028995125,706.6186827973044,26.582300178827722,105.0,122.0,146.0,41.0,140.55944794688764,717.2271287683519,26.781096481816274,119.0,139.0,160.0,41.0,137.79943336991755,640.3696241092516,25.305525564770466,117.0,139.0,157.0,40.0,0.06,56.24,42.7,1.0,0.0,37.32,59.98,2.7,0.01,37.5,61.31,1.19
94,../data/images/train/clean/WhatsApp Image 2020-10-26 at 9.13.12 AM (7).jpeg,clean,112.73463177083333,2631.3784573071152,51.29696343164101,74.0,100.0,147.0,73.0,98.04925052083334,2234.5121863653644,47.27062709934537,61.0,88.0,129.0,68.0,86.32945885416666,2630.946755300913,51.29275538807516,50.0,76.0,106.0,56.0,17.64,47.27,26.74,8.35,26.75,47.51,19.5,6.24,37.73,46.0,8.04,8.23
95,../data/images/train/clean/00984_02.jpg,clean,95.46856111111111,2529.219072707376,50.291341925895914,46.0,98.0,132.0,86.0,100.54098611111111,2776.9476256942517,52.696751566811514,54.0,75.0,146.0,92.0,107.29856111111111,3279.6941612629325,57.26861410286556,62.0,75.0,162.0,100.0,40.57,31.83,24.69,2.92,44.9,16.89,33.9,4.31,30.93,28.72,32.1,8.26
96,../data/images/train/clean/WhatsApp Image 2020-10-20 at 7.17.23 PM (4).jpeg,clean,138.0294114737231,2072.140708084146,45.520772270295964,110.0,133.0,162.0,52.0,134.3017161777121,2018.6750111693386,44.929667383248436,107.0,133.0,157.0,50.0,128.76843637874632,1887.5312060779354,43.44572713257237,101.0,131.0,150.0,49.0,4.22,36.26,45.7,13.82,5.68,35.8,45.26,13.26,7.95,36.9,42.26,12.89
97,../data/images/train/clean/02819_06.jpg,clean,120.94285,2816.9090005441667,53.07456076638003,77.0,120.0,161.0,84.0,125.63460277777777,2526.762443203326,50.26691201181276,89.0,126.0,163.0,74.0,125.531175,2792.40107256382,52.843174323310855,80.0,145.0,163.0,83.0,15.18,39.1,34.94,10.78,14.36,36.84,39.24,9.57,17.19,25.81,48.54,8.46
98,../data/images/train/clean/WhatsApp Image 2021-01-11 at 9.15.40 AM (1).jpeg,clean,135.41279055183946,2673.8299572211818,51.70908969631144,100.0,145.0,172.0,72.0,145.14391513377927,3245.83396025701,56.97222095246955,107.0,147.0,190.0,83.0,140.44035117056856,4747.098001381696,68.89918723309947,82.0,140.0,205.0,123.0,14.84,18.23,52.25,14.68,12.16,19.39,44.06,24.38,18.46,17.42,36.97,27.14
99,../data/images/train/clean/WhatsApp Image 2021-02-09 at 9.00.33 PM.jpeg,clean,90.18892680339462,4542.804637285305,67.4003311363179,35.0,80.0,112.0,77.0,94.19296676096181,5034.708552372304,70.95568019808071,41.0,79.0,112.0,71.0,89.75620756718529,5799.644576918727,76.15539755604146,30.0,72.0,110.0,80.0,43.23,37.71,4.13,14.93,40.48,39.74,4.22,15.57,45.6,34.48,4.07,15.85
100,../data/images/train/clean/EXXitUDUcAA0iH4.jpeg,clean,82.87511111111111,3004.545802765433,54.81373735447559,46.0,63.0,96.0,50.0,85.30823703703703,3125.790308447517,55.90876772428022,49.0,66.0,97.0,48.0,90.97338148148148,4062.188680343362,63.73530168080608,46.0,64.0,111.0,65.0,50.93,31.96,8.31,8.8,46.57,36.0,7.92,9.51,49.09,30.46,8.32,12.12
101,../data/images/train/clean/01785_04.jpg,clean,119.48815833333333,1270.8491764415974,35.64897160426367,98.0,120.0,144.0,46.0,122.75526944444445,1122.288626399622,33.500576508466565,113.0,127.0,140.0,27.0,123.62699722222223,1907.9768550388806,43.680394401137,104.0,135.0,153.0,49.0,7.11,48.04,42.66,2.19,7.45,44.41,46.22,1.92,12.78,33.24,51.08,2.9
102,../data/images/train/clean/WhatsApp Image 2020-10-26 at 9.19.15 AM.jpeg,clean,122.9709364548495,1921.5626262551602,43.835631924898266,97.0,107.0,141.0,44.0,119.94553929765887,2079.325625169026,45.599623081435944,94.0,105.0,138.0,44.0,109.2607248118729,2092.8027609713013,45.74716123401868,84.0,99.0,126.0,42.0,2.45,67.9,19.26,10.39,4.47,67.49,20.13,7.91,11.02,64.55,19.11,5.32
103,../data/images/train/clean/WhatsApp Image 2020-10-20 at 7.14.11 PM (3).jpeg,clean,122.96088419732442,3439.4702853804,58.64699724095344,92.0,106.0,142.0,50.0,116.99902226170569,2935.8254657037287,54.18325816803313,90.0,105.0,136.0,46.0,107.01961433946488,2427.248134299424,49.26711006644721,85.0,102.0,124.0,39.0,9.9,59.7,15.66,14.74,10.8,60.45,17.21,11.54,14.37,62.63,16.5,6.5
104,../data/images/train/clean/03e3ba71-7185-41eb-ac11-16c7d9d0d234.jpeg,clean,152.45785295840656,4843.906091230868,69.59817591884767,89.0,156.0,214.0,125.0,138.4867135325132,4148.43075492848,64.40831277815373,84.0,139.0,184.0,100.0,109.45050966608085,3523.666718838073,59.36048112033858,71.0,98.0,152.0,81.0,9.32,31.8,24.06,34.82,9.4,37.0,32.2,21.39,20.48,43.64,26.94,8.93
105,../data/images/train/clean/WhatsApp Image 2020-10-10 at 12.11.10 PM (6).jpeg,clean,89.34805936073059,2730.8806431136763,52.25782853423663,45.0,78.0,139.0,94.0,92.2477603826919,2475.4823416899194,49.75421933554902,52.0,82.0,141.0,89.0,79.55815394651012,2520.1849525390317,50.20144372962825,41.0,60.0,132.0,91.0,42.93,27.75,28.06,1.26,36.86,33.11,29.11,0.92,53.03,21.1,25.5,0.38
106,../data/images/train/clean/WhatsApp Image 2020-07-06 at 9.41.55 AM (5).jpeg,clean,158.148551465576,2321.2737981744135,48.17959939823508,131.0,157.0,182.0,51.0,168.330630538514,2102.416071995059,45.852110878290645,148.0,175.0,194.0,46.0,115.29451601908657,4141.508744295415,64.3545549615209,70.0,99.0,146.0,76.0,3.27,19.97,55.9,20.86,3.28,13.7,54.76,28.26,20.58,49.18,12.74,17.5
107,../data/images/train/clean/WhatsApp Image 2020-07-11 at 5.13.05 PM.jpeg,clean,131.0869116555308,2785.8727507442363,52.78136745807403,96.0,124.0,161.0,65.0,125.22014847809947,3599.3734425911675,59.99477846105582,85.0,121.0,160.0,75.0,116.48895322939866,4145.05823728586,64.38212669123209,65.0,114.0,149.0,84.0,8.34,45.62,30.37,15.67,18.9,38.1,26.61,16.38,24.53,37.77,22.33,15.37
108,../data/images/train/clean/01083_01.jpg,clean,124.04117222222222,3321.6995881814505,57.634187668270734,83.0,114.0,172.0,89.0,125.40416111111111,3395.8171704629317,58.273640442853164,82.0,113.0,177.0,95.0,123.73292222222223,3777.367230571728,61.460289867293405,75.0,111.0,182.0,107.0,15.87,45.75,18.16,20.23,15.19,46.35,17.2,21.26,19.09,43.52,14.61,22.77
109,../data/images/train/clean/00085_03.jpg,clean,107.40847777777778,3288.173051460617,57.34259369317556,59.0,90.0,145.0,86.0,111.60086111111112,3065.1338714807093,55.36365117548435,63.0,97.0,151.0,88.0,111.55588333333333,2886.4582381641662,53.72576884665464,67.0,95.0,156.0,89.0,30.03,36.95,21.5,11.52,25.38,36.68,27.08,10.86,18.76,43.61,28.76,8.86
110,../data/images/train/clean/00007_00.jpg,clean,151.1193638888889,1314.3886105953625,36.254497798140335,133.0,154.0,183.0,50.0,153.29040833333335,1220.073482444375,34.929550275438345,136.0,157.0,184.0,48.0,151.75668611111112,1362.0425122403626,36.905860134135374,135.0,155.0,184.0,49.0,3.92,14.23,78.66,3.19,2.64,13.3,79.98,4.08,4.3,13.2,78.51,3.99
111,../data/images/train/clean/WhatsApp Image 2020-07-11 at 5.43.32 PM (6).jpeg,clean,131.75302333333335,3841.584539192788,61.980517416304195,82.0,115.0,163.0,81.0,127.00724666666666,4307.879787485821,65.63444055894604,75.0,106.0,157.0,82.0,120.83851,5144.585844313234,71.72576834243907,64.0,96.0,150.0,86.0,8.19,47.85,22.09,21.87,12.06,49.2,17.08,21.66,24.7,44.74,8.89,21.68
112,../data/images/train/clean/00131_01.jpg,clean,122.38697222222223,2764.515680277007,52.57866183421757,84.0,113.0,158.0,74.0,121.601,2841.125065666666,53.30220507321124,84.0,114.0,154.0,70.0,121.021625,2976.3321906927085,54.555771378404216,79.0,116.0,156.0,77.0,12.19,48.33,20.82,18.67,13.1,48.22,19.87,18.82,15.07,45.82,20.74,18.37
113,../data/images/train/clean/01193_04.jpg,clean,121.88195555555555,2584.4239043980233,50.837229511432106,89.0,105.0,182.0,93.0,123.78697222222222,2535.034058054784,50.349121720788574,90.0,105.0,186.0,96.0,119.40344444444445,3106.7536492469144,55.73826019214194,86.0,104.0,187.0,101.0,10.52,55.0,20.93,13.55,7.77,57.57,16.31,18.36,15.8,50.2,13.9,20.1
114,../data/images/train/clean/WhatsApp Image 2020-05-09 at 2.08.15 PM (2).jpeg,clean,116.27789072039072,4220.032309714555,64.9617757586302,56.0,104.0,163.0,107.0,114.27911477411477,4370.657418508195,66.11094779617213,56.0,98.0,163.0,107.0,114.42664529914529,4794.046688684931,69.23905464898355,60.0,92.0,161.0,101.0,31.47,28.38,25.67,14.48,34.58,26.78,21.99,16.64,31.04,32.48,18.48,18.0
115,../data/images/train/clean/00573_04.jpg,clean,97.83958888888888,2418.3137849420996,49.1763539207829,66.0,81.0,132.0,66.0,102.39180833333333,2563.038122341042,50.62645674290313,69.0,88.0,139.0,70.0,101.61523611111112,3061.309170638696,55.32909876944225,61.0,90.0,135.0,74.0,21.81,52.43,20.08,5.69,21.4,50.83,21.56,6.22,26.38,46.63,19.03,7.97
116,../data/images/train/clean/WhatsApp Image 2020-05-10 at 5.19.25 PM.jpeg,clean,102.48129924242424,3029.0518245240896,55.0368224421077,67.0,85.0,112.0,45.0,115.76255681818182,3414.812965432378,58.4364010307991,80.0,97.0,123.0,43.0,107.00147727272727,3908.1614296358457,62.51528956691991,68.0,83.0,116.0,48.0,21.69,57.98,9.36,10.98,9.58,67.5,8.39,14.54,17.99,61.01,6.74,14.26
117,../data/images/train/clean/00204_00.jpg,clean,122.38403611111112,3250.1679634875845,57.01024437316143,83.0,115.0,161.0,78.0,127.30211388888888,3099.998229975918,55.67762773301246,92.0,120.0,168.0,76.0,121.96405833333333,3673.090916529929,60.60603036439467,78.0,118.0,168.0,90.0,16.61,49.83,13.98,19.59,14.98,49.38,15.27,20.37,20.24,45.78,13.66,20.32
118,../data/images/train/clean/01766_01.jpg,clean,115.19838055555556,2741.688181266289,52.36113235278902,70.0,109.0,164.0,94.0,118.51402777777778,2622.133780999228,51.206774756854465,75.0,112.0,166.0,91.0,114.21550833333333,2994.735747824931,54.72417882275558,67.0,108.0,164.0,97.0,21.81,36.95,36.4,4.84,18.88,38.25,37.22,5.66,22.52,38.02,31.51,7.94
119,../data/images/train/clean/WhatsApp Image 2020-10-26 at 9.19.14 AM (5).jpeg,clean,119.93622726462196,1242.7686938263805,35.252924613801625,99.0,119.0,134.0,35.0,120.69333140156918,1066.7768642316498,32.66155024232086,104.0,119.0,132.0,28.0,116.99826542439372,1050.3954673015182,32.40980511051429,99.0,116.0,129.0,30.0,3.17,61.43,32.86,2.54,1.72,65.49,30.33,2.45,2.59,70.57,24.56,2.28
120,../data/images/train/clean/00185_01.jpg,clean,119.36755833333333,2308.6309203160413,48.04821453827438,90.0,106.0,146.0,56.0,124.43681944444444,2166.19366932851,46.54238572880112,96.0,112.0,152.0,56.0,119.34359722222223,2845.0667826155473,53.33916743459301,85.0,113.0,154.0,69.0,10.83,51.42,24.09,13.66,7.56,52.81,25.42,14.21,15.72,45.34,24.48,14.46
